"Name","School","Conference","Overall","Routes","Hands","Explosive","Pass Block","Running"
"Ace Cooper","Ball","MAC","8.75","8.75","8.75","8.75","8.75","8.75"
"Brandon Golliday","ArkSt","SBC","8.75","8.75","8.75","8.75","8.75","8.75"
"Khatori Marion","SoAla","SBC","8.75","8.75","8.75","8.75","8.75","8.75"
"Kena Rego","ArkSt","SBC","8.75","8.75","8.75","8.75","8.75","8.75"
"Kabran Paul","App","SBC","8.75","8.75","8.75","8.75","8.75","8.75"
"Angelo Chapman","WMich","MAC","8.75","8.75","8.75","8.75","8.75","8.75"
"Harper Hughes","WMich","MAC","8.75","8.75","8.75","8.75","8.75","8.75"
"Marcus Hughbanks","Ohio","MAC","8.75","8.75","8.75","8.75","8.75","8.75"
"Malik Penson","FIU","CUSA","8.75","8.75","8.75","8.75","8.75","8.75"
"Colin Leahey","Rice","Amer","8.75","8.75","8.75","8.75","8.75","8.75"
"Logan Barnes","Conn","Inde","8.75","8.75","8.75","8.75","8.75","8.75"
"Jordan Styles","Wyo","MWC","8.75","8.75","8.75","8.75","8.75","8.75"
"Tyrone Crethers","SMU","ACC","8.75","8.75","8.75","8.75","8.75","8.75"
"Charlie Hanafin","WVU","Big12","8.75","8.75","8.75","8.75","8.75","8.75"
"Major Pride","UCLA","Big10","8.75","8.75","8.75","8.75","8.75","8.75"
"Josiah Teasley","Mary","Big10","8.75","8.75","8.75","8.75","8.75","8.75"
"Leslie Mosley Jr.","Illini","Big10","8.75","8.75","8.75","8.75","8.75","8.75"
"Zamondre Merriweather","Cuse","ACC","8.75","8.75","8.75","8.75","8.75","8.75"
"Zamaurious Robertson","UNC","ACC","8.75","8.75","8.75","8.75","8.75","8.75"
"Debron Gatling","GATech","ACC","8.75","8.75","8.75","8.75","8.75","8.75"
"Tyreek Copper","NCSt","ACC","8.75","8.75","8.75","8.75","8.75","8.75"
"Jaylen Brown-Wallace","Clem","ACC","8.75","8.75","8.75","8.75","8.75","8.75"
"Karon Brookins","PSU","Big10","8.75","8.75","8.75","8.75","8.75","8.75"
"Brock Coffman","UK","SEC","8.75","8.75","8.75","8.75","8.75","8.75"
"Tyree Holloway","LSU","SEC","8.75","8.75","8.75","8.75","8.75","8.75"
"Egypt Nelson","WMich","MAC","8.74","9.02","10.16","9.71","0.51","7.15"
"Corey Thompson Jr.","Ball","MAC","8.73","8.55","7.22","5.68","1.40","1.40"
"Stephon Daily","ColSt","Pac12","8.72","8.74","7.33","8.15","7.33","7.33"
"Scoop Smith","MiaOH","MAC","8.71","8.71","8.71","8.71","8.71","8.71"
"Zo Hill","UTEP","MWC","8.70","8.70","8.70","8.70","8.70","8.70"
"Joshua Rushing","Tuls","Amer","8.70","8.70","8.70","8.70","8.70","8.70"
"Kavon Pointer","Army","Amer","8.69","8.36","7.81","7.67","8.14","6.54"
"Antonio Floyd","EMich","MAC","8.69","8.70","9.46","7.30","5.35","5.35"
"Kainoa ""Kaikai"" Carvalho","Haw","MWC","8.69","8.69","8.69","8.69","8.69","8.69"
"Josh Rodriguez","ODU","SBC","8.69","8.69","8.69","8.69","8.69","8.69"
"Trenton Chaney","ULLaf","SBC","8.69","8.91","9.87","7.42","5.56","5.56"
"Oliver Mitchell, Jr.","Tul","Amer","8.68","8.71","7.72","7.66","5.88","5.88"
"Isaiah Bryant","Navy","Amer","8.68","8.20","4.27","6.61","9.39","9.16"
"Devin Olmande","SJSt","MWC","8.67","8.67","8.67","8.67","8.67","8.67"
"Hayden Jackson","Troy","SBC","8.67","8.67","8.67","8.67","8.67","8.67"
"Antojuan Woody","FAU","Amer","8.67","8.67","8.67","8.67","8.67","8.67"
"Connor Hodge","ECU","Amer","8.67","8.67","8.67","8.67","8.67","8.67"
"Daryl Barnett Jr.","Tol","MAC","8.65","8.66","8.67","7.78","7.00","7.00"
"Nik Henry","UTEP","MWC","8.65","8.65","8.65","8.65","8.65","8.65"
"Andre Feast","ArkSt","SBC","8.63","8.63","8.63","8.63","8.63","8.63"
"Bryson Maddox","MTSU","CUSA","8.63","8.63","8.63","8.63","8.63","8.63"
"Rasean Jones","Boise","Pac12","8.63","8.63","8.63","8.63","8.63","8.63"
"Larry Porter IV","KSt","Big12","8.63","8.63","8.63","8.63","8.63","8.63"
"Jett Nelson","BYU","Big12","8.61","8.61","8.61","8.61","8.61","8.61"
"Noah Westbrook","WashSt","Pac12","8.60","8.60","8.60","8.60","8.60","8.60"
"Jase Nix","SJSt","MWC","8.60","8.60","8.60","8.60","8.60","8.60"
"Jeremiah Ware","GASo","SBC","8.60","8.60","8.60","8.60","8.60","8.60"
"Isiah St. Romain","NDSt","MWC","8.59","8.62","7.29","6.41","4.16","4.16"
"Darion Jiles","SMiss","SBC","8.58","8.58","8.58","8.58","8.58","8.58"
"CJ Harkins","NIU","MWC","8.58","8.58","8.58","8.58","8.58","8.58"
"Jarvis Mathurin","GASo","SBC","8.58","8.58","8.58","8.58","8.58","8.58"
"Franklin Lockard","Fres","Pac12","8.58","8.58","8.58","8.58","8.58","8.58"
"Tama Amisone","SJSt","MWC","8.58","8.58","8.58","8.58","8.58","8.58"
"Zaire McKinney","NIU","MWC","8.58","8.58","8.58","8.58","8.58","8.58"
"Jermaine Green","NIU","MWC","8.58","8.58","8.58","8.58","8.58","8.58"
"Jacob Maldonado","UNM","MWC","8.58","8.58","8.58","8.58","8.58","8.58"
"Dameon Crowe","TexSt","Pac12","8.58","8.58","8.58","8.58","8.58","8.58"
"Jordan Holmes","KennSt","CUSA","8.58","8.58","8.58","8.58","8.58","8.58"
"Aaron Clark","Buff","MAC","8.58","8.58","8.58","8.58","8.58","8.58"
"Malik Henderson","JackSt","CUSA","8.58","8.58","8.58","8.58","8.58","8.58"
"Dj Vinson","JackSt","CUSA","8.58","8.58","8.58","8.58","8.58","8.58"
"Joseph Saffold","BG","MAC","8.58","8.58","8.58","8.58","8.58","8.58"
"Zach Stair","GaSt","SBC","8.58","8.58","8.58","8.58","8.58","8.58"
"Peyton Plott","GASo","SBC","8.58","8.58","8.58","8.58","8.58","8.58"
"Fisher Leftwich","Rice","Amer","8.58","8.58","8.58","8.58","8.58","8.58"
"Courtney Lewis Jr.","Tuls","Amer","8.58","8.58","8.58","8.58","8.58","8.58"
"Dayvon Standard","OKSt","Big12","8.58","8.58","8.58","8.58","8.58","8.58"
"Dwayne Early, Jr.","Buff","MAC","8.55","8.55","8.55","8.55","8.55","8.55"
"Jarvis Washington Jr.","SoAla","SBC","8.55","8.55","8.55","8.55","8.55","8.55"
"Zach Hackleman","Ohio","MAC","8.55","8.55","8.55","8.55","8.55","8.55"
"Ziyon Butler","MTSU","CUSA","8.55","8.55","8.55","8.55","8.55","8.55"
"Tei Nacua","BYU","Big12","8.55","8.55","8.55","8.55","8.55","8.55"
"Jeremiah Jones-Thomas","SoAla","SBC","8.54","8.49","7.37","7.37","5.43","5.43"
"Troy Foster","ColSt","Pac12","8.53","8.53","8.53","8.53","8.53","8.53"
"Jamar Denson","Troy","SBC","8.52","8.52","8.52","8.52","8.52","8.52"
"Tae'Sean Robinson","Del","CUSA","8.52","8.52","8.52","8.52","8.52","8.52"
"Ahmed Souare","GaSt","SBC","8.52","8.52","8.52","8.52","8.52","8.52"
"Zion Agnew","ODU","SBC","8.50","8.50","8.50","8.50","8.50","8.50"
"Stone Furrey","SoCar","SEC","8.48","8.48","8.48","8.48","8.48","8.48"
"Isaac Koch","KSt","Big12","8.48","8.17","10.11","5.39","1.91","1.91"
"CJ Miller","EMich","MAC","8.44","8.44","8.44","8.44","8.44","8.44"
"Prince Hall","UTSA","Amer","8.44","8.44","8.44","8.44","8.44","8.44"
"Isaac Obrokta","GATech","ACC","8.44","8.44","8.44","8.44","8.44","8.44"
"Delaney Crawford","Ohio","MAC","8.42","8.42","8.09","8.27","8.09","8.09"
"Keon Davis","KennSt","CUSA","8.41","8.47","7.80","8.26","7.43","7.43"
"Luke Watkins","LATech","SBC","8.41","8.20","9.88","5.42","1.82","1.82"
"Trenton Jones","Tol","MAC","8.41","8.43","7.79","7.45","2.61","10.00"
"Jamari Brown","Neb","Big10","8.40","8.40","8.40","8.40","8.40","8.40"
"Philip Johnson","WMich","MAC","8.40","8.40","8.40","8.40","8.40","8.40"
"Cade McCall","UTSt","Pac12","8.40","8.40","8.40","8.40","8.40","8.40"
"Gabe Legrand","USF","Amer","8.40","8.40","8.40","8.40","8.40","8.40"
"Isaiah Hayward","BG","MAC","8.40","8.40","8.40","8.40","8.40","8.40"
"Jacaleb Johnson","UTEP","MWC","8.40","8.40","8.40","8.40","8.40","8.40"
"Keidric Osunde-Brown","ULM","SBC","8.40","8.40","8.40","8.40","8.40","8.40"
"Demarcco Blanton","ULM","SBC","8.40","8.40","8.40","8.40","8.40","8.40"
"Kevin Holmes Jr.","NIU","MWC","8.40","8.40","8.40","8.40","8.40","8.40"
"Tavaris Coles","NIU","MWC","8.40","8.40","8.40","8.40","8.40","8.40"
"Dillon Booth","Haw","MWC","8.40","8.40","8.40","8.40","8.40","8.40"
"Amari Nash","Nev","MWC","8.40","8.40","8.40","8.40","8.40","8.40"
"Vincent Carner","UNLV","MWC","8.40","8.40","8.40","8.40","8.40","8.40"
"Blake McLane","TexSt","Pac12","8.40","8.40","8.40","8.40","8.40","8.40"
"Nehemiah Taylor","SMiss","SBC","8.40","8.40","8.40","8.40","8.40","8.40"
"Bacori Minner","EMich","MAC","8.40","8.40","8.40","8.40","8.40","8.40"
"Pauly Sadler","BG","MAC","8.40","8.40","8.40","8.40","8.40","8.40"
"King Phillips","GASo","SBC","8.40","8.40","8.40","8.40","8.40","8.40"
"Elijah Lucas","WMich","MAC","8.40","8.40","8.40","8.40","8.40","8.40"
"Jai Jacobs-Ford","Rice","Amer","8.40","8.40","8.40","8.40","8.40","8.40"
"Brian Ray III","Army","Amer","8.40","8.40","8.40","8.40","8.40","8.40"
"Beck Haswell","Wyo","MWC","8.40","8.40","8.40","8.40","8.40","8.40"
"Carson Diehl","SDSU","Pac12","8.40","8.40","8.40","8.40","8.40","8.40"
"Yasser Jackson","ColSt","Pac12","8.40","8.40","8.40","8.40","8.40","8.40"
"Nedrick Boldin Jr.","BC","ACC","8.40","8.40","8.40","8.40","8.40","8.40"
"Jordan Nunuha","UCF","Big12","8.40","8.40","8.40","8.40","8.40","8.40"
"Greg Wilfred","WVU","Big12","8.40","8.40","8.40","8.40","8.40","8.40"
"Malachi Thompson","WVU","Big12","8.40","8.40","8.40","8.40","8.40","8.40"
"Cameron Sermons","USC","Big10","8.40","8.40","8.40","8.40","8.40","8.40"
"Kash Brock","Wisc","Big10","8.40","8.40","8.40","8.40","8.40","8.40"
"Teaunn Hunter","Kent","MAC","8.39","8.41","7.22","7.84","6.57","6.57"
"Sherone White, Jr.","Marsh","SBC","8.36","8.36","8.36","8.36","8.36","8.36"
"Rex Haynes","UtSt","Pac12","8.34","8.34","7.53","8.08","7.53","7.53"
"Elijah Otieno","Wake","ACC","8.32","8.32","8.32","8.32","8.32","8.32"
"TeKai Kirby","UVA","ACC","8.32","8.32","8.32","8.32","8.32","8.32"
"Jackson Grier","App","SBC","8.31","8.31","6.02","7.82","4.01","4.01"
"Tyson Shamsid-Deen","Wyo","MWC","8.31","8.30","8.77","7.40","6.36","6.36"
"Skylar Lewis","TexSt","Pac12","8.30","8.30","8.30","8.30","8.30","8.30"
"Bryson Hammer","Tol","MAC","8.27","8.36","9.44","6.47","8.90","1.96"
"Franklin Baret Jr.","JackSt","CUSA","8.25","8.74","10.17","5.24","1.76","1.76"
"Parris Vernon, Jr.","SJSt","MWC","8.25","8.25","8.25","8.25","8.25","8.25"
"Arlando Crafton Jr.","WKU","CUSA","8.23","8.23","8.23","8.23","8.23","8.23"
"TaySean Jones","ODU","SBC","8.23","8.23","8.23","8.23","8.23","8.23"
"Zavier Hilliard","GASo","SBC","8.23","8.23","8.23","8.23","8.23","8.23"
"Matthew Auau","SacSt","MAC","8.23","8.23","8.23","8.23","8.23","8.23"
"Jayden Johnson","CoCar","SBC","8.23","8.23","8.23","8.23","8.23","8.23"
"Johnny Casey Jr.","LATech","SBC","8.23","8.23","8.23","8.23","8.23","8.23"
"Donte Nicholson","Char","Amer","8.23","8.23","8.23","8.23","8.23","8.23"
"Jarell Gary","Wyo","MWC","8.23","8.23","8.23","8.23","8.23","8.23"
"Darius Johnson","NCSt","ACC","8.21","8.21","8.21","8.21","8.21","8.21"
"TK Keyes","Troy","SBC","8.18","8.18","8.18","8.18","8.18","8.18"
"Johnnie Thiel IV","LATech","SBC","8.18","8.18","8.18","8.18","8.18","8.18"
"Owen Carter","Rice","Amer","8.16","8.16","8.16","8.16","8.16","8.16"
"Dallas Elliott","Mass","MAC","8.15","8.10","4.85","7.83","9.44","1.60"
"Elijah Pedro","Mass","MAC","8.14","8.26","9.88","7.81","1.78","1.78"
"Marcus Torres","UTEP","MWC","8.12","8.34","10.42","6.41","3.03","3.03"
"Collin Payne","CMich","MAC","8.12","8.53","9.37","5.27","2.29","2.29"
"Gabe Glover","JackSt","CUSA","8.09","7.53","4.76","5.45","6.87","1.72"
"Reggie Frischknecht","BYU","Big12","8.09","7.89","8.72","5.57","3.00","3.00"
"Drew Williams","Marsh","SBC","8.09","8.09","8.09","8.09","8.09","8.09"
"Jeremiah Carroll","WKU","CUSA","8.07","8.07","7.71","7.88","7.39","7.39"
"Derion Talbert","Ball","MAC","8.06","8.06","8.06","8.06","8.06","8.06"
"Ej Reid","UAB","Amer","8.06","8.06","8.06","8.06","8.06","8.06"
"Tripp Palmer","UTSt","Pac12","8.05","8.05","8.05","8.05","8.05","8.05"
"Nicholas Hampton","Troy","SBC","8.05","8.05","8.05","8.05","8.05","8.05"
"Isaiah Nickels","Haw","MWC","8.05","8.05","8.05","8.05","8.05","8.05"
"Hiki Kim Choy Keb Ah Lo","Haw","MWC","8.05","8.05","8.05","8.05","8.05","8.05"
"Dezmyn Hardy","SacSt","MAC","8.05","8.05","8.05","8.05","8.05","8.05"
"Bailen George","UNM","MWC","8.05","8.05","8.05","8.05","8.05","8.05"
"Tucker Cusano","TexSt","Pac12","8.05","8.05","8.05","8.05","8.05","8.05"
"Mack Kump","Nev","MWC","8.05","8.05","8.05","8.05","8.05","8.05"
"Keegan Sack","AirF","MWC","8.05","8.05","8.05","8.05","8.05","8.05"
"Rollie Pinto","JackSt","CUSA","8.05","8.05","8.05","8.05","8.05","8.05"
"Cade Frier","JackSt","CUSA","8.05","8.05","8.05","8.05","8.05","8.05"
"Howard Kinchen","Troy","SBC","8.05","8.05","8.05","8.05","8.05","8.05"
"Ja'Corian Norris","ULLaf","SBC","8.05","8.05","8.05","8.05","8.05","8.05"
"Da'Shon Febres","CMich","MAC","8.05","8.05","8.05","8.05","8.05","8.05"
"Ty Sexton","SHSt","CUSA","8.05","8.05","8.05","8.05","8.05","8.05"
"Braylen Naves","CMich","MAC","8.05","8.05","8.05","8.05","8.05","8.05"
"Preston Jackson","Rice","Amer","8.05","8.05","8.05","8.05","8.05","8.05"
"Jordan Clark","Rice","Amer","8.05","8.05","8.05","8.05","8.05","8.05"
"Caleb Tucker","Char","Amer","8.05","8.05","8.05","8.05","8.05","8.05"
"Kaegan Chambers","Temp","Amer","8.05","8.05","8.05","8.05","8.05","8.05"
"Demonte Greene","Temp","Amer","8.05","8.05","8.05","8.05","8.05","8.05"
"Arnel Heathington","Navy","Amer","8.05","8.05","8.05","8.05","8.05","8.05"
"Trevor Ladd","UVA","ACC","8.05","8.05","8.05","8.05","8.05","8.05"
"Trey Roberts","BYU","Big12","8.05","8.05","8.05","8.05","8.05","8.05"
"DeBraun Hampton","Bay","Big12","8.05","8.05","8.05","8.05","8.05","8.05"
"Colin Charles","MichSt","Big10","8.05","8.05","8.05","8.05","8.05","8.05"
"Jacob Harvey","Illini","Big10","8.05","8.05","8.05","8.05","8.05","8.05"
"Lance Beeghley","Iowa","Big10","8.05","8.05","8.05","8.05","8.05","8.05"
"Eli Adams","Wisc","Big10","8.05","8.05","8.05","8.05","8.05","8.05"
"Trae Stevenson","SoAla","SBC","8.04","8.04","8.04","8.04","8.04","8.04"
"Tayte Vanderleest","CMich","MAC","8.01","7.95","9.21","6.18","3.73","3.73"
"Trey Johnson","BG","MAC","7.99","7.80","6.18","5.48","1.63","1.63"
"Keivin Boone-Nelson II","WMich","MAC","7.99","8.19","8.37","6.79","5.51","5.51"
"Tyreek Robinson","Pitt","ACC","7.97","7.93","7.94","6.52","5.36","5.36"
"Neo Clifton","MTSU","CUSA","7.95","7.95","7.95","7.95","7.95","7.95"
"Jediyah Willoughby","Conn","Inde","7.93","7.91","7.90","7.23","6.68","6.68"
"Khai Taylor","SacSt","MAC","7.92","7.92","7.92","7.92","7.92","7.92"
"Sj Green","NDSt","MWC","7.90","7.90","7.90","7.90","7.90","7.90"
"Jywon Boyd","Troy","SBC","7.90","7.90","7.90","7.90","7.90","7.90"
"Jamari Miller","GaSt","SBC","7.90","7.90","7.90","7.90","7.90","7.90"
"Jaiden Tucker","ULM","SBC","7.88","7.88","7.88","7.88","7.88","7.88"
"Cade Brooks","BG","MAC","7.88","7.88","7.88","7.88","7.88","7.88"
"Jayden Williams","Wyo","MWC","7.88","7.88","7.88","7.88","7.88","7.88"
"Mario Sanders","SMiss","SBC","7.83","7.76","7.59","6.92","6.42","6.42"
"Amari Isaac","FIU","CUSA","7.83","7.83","7.83","7.83","7.83","7.83"
"Rodshaun Dorsey","GaSt","SBC","7.82","7.90","7.08","5.58","2.92","2.92"
"Rafeald Campbell","UTEP","MWC","7.81","7.81","6.32","6.31","4.29","4.29"
"Chris Elko","GATech","ACC","7.80","7.75","7.58","6.91","6.36","6.36"
"Dayton Sneed","UNC","ACC","7.79","7.75","8.07","6.51","5.24","5.24"
"Reis Stocksdale","Temp","Amer","7.78","7.73","7.04","6.08","1.52","1.52"
"Antonio Robinson","MOSt","CUSA","7.78","7.79","6.34","7.06","5.57","5.57"
"RJ Vick","ColSt","Pac12","7.78","7.78","5.72","5.50","3.52","3.52"
"Tony Martin","Marsh","SBC","7.78","7.78","7.36","7.59","7.36","7.36"
"Koa Eldredge","Haw","MWC","7.75","7.75","7.75","7.75","7.75","7.75"
"Maxwell Young","Fres","Pac12","7.72","7.72","7.72","7.72","7.72","7.72"
"Daishaun Davis","SDSU","Pac12","7.72","7.72","7.72","7.72","7.72","7.72"
"Caleb Clark","Idaho","Big Sky","7.70","7.70","7.70","7.70","7.70","7.70"
"Kobe Dooley","AirF","MWC","7.70","7.70","7.70","7.70","7.70","7.70"
"Drew Alsup","Mass","MAC","7.70","7.70","7.70","7.70","7.70","7.70"
"Deven Vigue","Nev","MWC","7.70","7.70","7.70","7.70","7.70","7.70"
"Astin Hange","AirF","MWC","7.70","7.70","7.70","7.70","7.70","7.70"
"Aiden Burke","Marsh","SBC","7.70","7.70","7.70","7.70","7.70","7.70"
"Blake Wallace","JackSt","CUSA","7.70","7.70","7.70","7.70","7.70","7.70"
"Benson Prosper","EMich","MAC","7.70","7.70","7.70","7.70","7.70","7.70"
"Braden Peevy","WMich","MAC","7.70","7.70","7.70","7.70","7.70","7.70"
"AJ Williams III","NMSt","CUSA","7.70","7.70","7.70","7.70","7.70","7.70"
"Cd Gill","UAB","Amer","7.70","7.70","7.70","7.70","7.70","7.70"
"Junior Coughlin","Utah","Big12","7.70","7.70","7.70","7.70","7.70","7.70"
"Taizaun Burns","Cincy","Big12","7.70","7.70","7.70","7.70","7.70","7.70"
"Andrew Adkison","Purd","Big10","7.70","7.70","7.70","7.70","7.70","7.70"
"Nate Lyman","EMich","MAC","7.69","7.69","7.69","7.69","7.69","7.69"
"Jeremiah Hoffman","Char","Amer","7.66","7.66","7.66","7.66","7.66","7.66"
"Kola Babalola","Nev","MWC","7.63","7.56","7.95","6.83","5.83","5.83"
"Brandon Gaea","Haw","MWC","7.61","7.61","7.61","7.61","7.61","7.61"
"Ethan Dowdy","NCSt","ACC","7.54","7.53","8.29","5.49","3.55","3.55"
"Jt Beasley","EMich","MAC","7.53","7.53","7.53","7.53","7.53","7.53"
"Terrione Graves","NMSt","CUSA","7.47","7.30","8.27","5.16","2.65","2.65"
"Keron Milton","GaSt","SBC","7.47","7.86","5.73","5.50","1.56","1.56"
"Cam King","GASo","SBC","7.43","7.41","7.37","6.58","5.94","5.94"
"Brady Simmons","MiaOH","MAC","7.39","7.50","8.18","5.36","2.85","2.85"
"Gerick Robinson","Nev","MWC","7.37","7.37","7.38","7.34","7.31","7.31"
"Tyler Nystrom","Wyo","MWC","7.36","7.36","7.36","7.36","7.36","7.36"
"Kevin Davis III","UTSA","Amer","7.35","7.35","7.35","7.35","7.35","7.35"
"Jeremiah Fung","SJSt","MWC","7.35","7.35","7.35","7.35","7.35","7.35"
"Jarvis ""Dino"" Heimuli","Haw","MWC","7.35","7.35","7.35","7.35","7.35","7.35"
"Noah McNair","AirF","MWC","7.35","7.35","7.35","7.35","7.35","7.35"
"Mason Hayes","AirF","MWC","7.35","7.35","7.35","7.35","7.35","7.35"
"Casey Smith","Navy","Amer","7.35","7.35","7.35","7.35","7.35","7.35"
"Shandon King","NoTex","Amer","7.33","7.52","8.77","4.90","1.96","1.96"
"Cade Osterman","NDSt","MWC","7.31","7.37","6.79","5.16","3.74","3.74"
"Tyrell Simmons, Jr.","Buff","MAC","7.29","7.29","7.29","7.29","7.29","7.29"
"Marcus Harris","UCLA","Big10","7.28","7.28","7.28","7.28","7.28","7.28"
"Ali Fisher","Kent","MAC","7.27","7.36","7.50","6.91","6.36","6.36"
"Kyler Pearson","ECU","Amer","7.18","7.15","7.12","6.98","6.86","6.86"
"Jeremiah Watkins","Buff","MAC","7.15","7.15","7.15","7.15","7.15","7.15"
"KeDarius Wade","ULLaf","SBC","7.12","7.01","3.19","5.16","1.50","1.50"
"AJ Watkins","JackSt","CUSA","7.12","7.12","7.12","7.12","7.12","7.12"
"Brody Tolbert","UGA","SEC","7.12","7.12","7.12","7.12","7.12","7.12"
"Adam Hrynciw","AirF","MWC","7.10","6.83","3.70","5.47","7.36","3.70"
"Clark Sanderson","Clem","ACC","7.10","7.07","5.05","4.96","3.27","3.27"
"Landon Baptiste","ULLaf","SBC","7.07","6.93","5.59","4.99","2.35","2.35"
"LT Robinson","ULM","SBC","7.00","7.00","7.00","7.00","7.00","7.00"
"Jacob Kilzer","NDSt","MWC","7.00","7.00","7.00","7.00","7.00","7.00"
"Reddik Pillarelli","BG","MAC","7.00","7.00","7.00","7.00","7.00","7.00"
"Chase Allen-Jackman","GaSt","SBC","7.00","7.00","7.00","7.00","7.00","7.00"
"Alonzo Manning II","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Gage Leonard","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Paul Lewis","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Braeden George","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Jeremiah Chalmers","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Andre Gilbert Jr.","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Akeem Clark","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Joaquin Sandoval","Wyo","MWC","7.00","7.00","7.00","7.00","7.00","7.00"
"Justin Bonsu","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Landon Dolhancyk","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Eli Harris","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Noah Bull","Navy","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Jay Porter","WashSt","Pac12","7.00","7.00","7.00","7.00","7.00","7.00"
"Parker Threatt","SDSU","Pac12","7.00","7.00","7.00","7.00","7.00","7.00"
"Justice Spann","Mem","Amer","7.00","7.00","7.00","7.00","7.00","7.00"
"Michael Tollefson","AZSt","Big12","7.00","7.00","7.00","7.00","7.00","7.00"
"Jordan McCord III","Zona","Big12","7.00","7.00","7.00","7.00","7.00","7.00"
"Dylan Davis","Miss","SEC","7.00","7.00","7.00","7.00","7.00","7.00"
"Ace Ciongoli","Fla","SEC","7.00","7.00","7.00","7.00","7.00","7.00"
"Will Upton","Aub","SEC","7.00","7.00","7.00","7.00","7.00","7.00"
"Janí Weir","OKSt","Big12","6.98","7.01","6.92","6.98","6.86","6.86"
"Ky McNulty","Troy","SBC","6.94","6.94","6.94","6.94","6.94","6.94"
"Rett Andersen","Tex","SEC","6.89","6.95","7.03","6.61","6.27","6.27"
"MJ Chirgwin","Bama","SEC","6.87","6.84","6.79","5.38","4.34","4.34"
"Hogan Wasson","MTSU","CUSA","6.87","6.91","7.09","5.96","4.25","6.29"
"Jon Monteiro","Lib","CUSA","6.80","6.76","6.70","4.93","3.35","3.35"
"Wyatt Sonderman","JackSt","CUSA","6.77","6.77","6.77","6.77","6.77","6.77"
"Jaylen Himes","SMiss","SBC","6.65","6.65","6.65","6.65","6.65","6.65"
"Jamill Williams","JackSt","CUSA","6.65","6.65","6.65","6.65","6.65","6.65"
"Riply Luna","MiaFL","ACC","6.65","6.65","6.65","6.65","6.65","6.65"
"Amari Valerio-Hudson","OSU","Big10","6.65","6.65","6.65","6.65","6.65","6.65"
"Jaden Edgecombe","Fla","SEC","6.65","6.65","6.65","6.65","6.65","6.65"
"Jackson Wasserstrom","Ind","Big10","6.58","6.34","6.41","5.35","4.57","4.57"
"Matt Jeffery","ND","Inde","6.57","6.62","6.31","5.35","4.57","4.57"
"Kd Hunter-Gibson","Char","Amer","6.49","6.48","6.23","4.38","2.89","2.89"
"Nick Tyree","Del","CUSA","6.46","6.72","7.27","4.96","3.27","6.42"
"Nathan Roberts","Tenn","SEC","6.36","6.36","6.37","6.30","6.24","6.24"
"Ashton Locklear","NCSt","ACC","6.35","6.59","6.98","5.21","3.53","3.53"
"Brendon McQueen","MOSt","CUSA","6.33","6.31","7.09","5.44","3.95","3.95"
"Chase Byrd","Clem","ACC","6.31","6.64","6.83","4.93","3.37","3.37"
"Dominic Wolthuis","Idaho","Big Sky","6.30","6.30","6.30","6.30","6.30","6.30"
"Dylan Vokal","NDSt","MWC","6.30","6.30","6.30","6.30","6.30","6.30"
"Diezel Kamoku","Haw","MWC","6.30","6.30","6.30","6.30","6.30","6.30"
"Kader Diop","UNM","MWC","6.30","6.30","6.30","6.30","6.30","6.30"
"Cianan Williams","JackSt","CUSA","6.30","6.30","6.30","6.30","6.30","6.30"
"Miguel Camboia","SoAla","SBC","6.30","6.30","6.30","6.30","6.30","6.30"
"Miles Cremascoli","Ohio","MAC","6.30","6.30","6.30","6.30","6.30","6.30"
"Izeyah Wright","NMSt","CUSA","6.30","6.30","6.30","6.30","6.30","6.30"
"Shawn Foster II","CMich","MAC","6.30","6.30","6.30","6.30","6.30","6.30"
"Dylan Herman","FIU","CUSA","6.30","6.30","6.30","6.30","6.30","6.30"
"Mekhi Rice","UTSA","Amer","6.30","6.30","6.30","6.30","6.30","6.30"
"Kofi Eduful","Army","Amer","6.30","6.30","6.30","6.30","6.30","6.30"
"Jackson Muckelroy","NoTex","Amer","6.30","6.30","6.30","6.30","6.30","6.30"
"Jevon Walker","WashSt","Pac12","6.30","6.30","6.30","6.30","6.30","6.30"
"Ryan McKendry","WashSt","Pac12","6.30","6.30","6.30","6.30","6.30","6.30"
"Akeem Wright","Boise","Pac12","6.30","6.30","6.30","6.30","6.30","6.30"
"Flynn Schiele","Cincy","Big12","6.30","6.30","6.30","6.30","6.30","6.30"
"Jackson Meehan","UCLA","Big10","6.30","6.30","6.30","6.30","6.30","6.30"
"Jace Burton","Wash","Big10","6.30","6.30","6.30","6.30","6.30","6.30"
"Michael Johnson Jr.","Bay","Big12","6.30","6.30","6.30","6.30","6.30","6.30"
